Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_araddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlock,design_1_i/system_ila_0/inst/net_slot_0_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awaddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlock,design_1_i/system_ila_0/inst/net_slot_0_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wstrb[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_awready,design_1_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_wready,design_1_i/system_ila_0/inst/net_slot_0_axi_wlast,design_1_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_bready,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_arready,design_1_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_rready,design_1_i/system_ila_0/inst/net_slot_0_axi_rlast,AR_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],AW_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],B_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],Interface_(i1:s0)_(RISCV_axi4_mem)[2:0],R_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],W_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],ila_1___slot_0___RISCV_axi4_mem___Read_Transactions_0[15:0],ila_1___slot_0___RISCV_axi4_mem___Write_Transactions_0[15:0]
277,277,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
278,278,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
279,279,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
280,280,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
281,281,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
282,282,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
283,283,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
284,284,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
285,285,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
286,286,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
287,287,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
288,288,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
289,289,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
290,290,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
291,291,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
292,292,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
293,293,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
294,294,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
295,295,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
296,296,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
297,297,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
298,298,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
299,299,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
300,300,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
301,301,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
302,302,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
303,303,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
304,304,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
305,305,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",f1402573fc027213,ff,3,1,1,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","Addr Cmd","_","Active","_","_","_","Write (ID:6 Addr:0x80000100)"
306,306,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",f1402573fc027213,ff,0,0,0,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
307,307,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",f1402573fc027213,ff,2,0,1,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
308,308,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",f1402573fc027213,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
309,309,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",011300b570634585,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
310,310,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",1613911201460015,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
311,311,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",011300b570634585,ff,2,0,1,2,0,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
312,312,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",22b0306f92320115,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
313,313,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",ec0ee80ae406716d,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
314,314,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",fc1ef81af416f012,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
315,315,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",ecaee8aae4a6e0a2,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:6 Addr:0x80000100)"
316,316,0,0,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80000100,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",fcbef8baf4b6f0b2,ff,2,0,1,7,1,1,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Last Data","_","Write (ID:6 Addr:0x80000100)"
317,317,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
318,318,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
319,319,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
320,320,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
321,321,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
322,322,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
323,323,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
324,324,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
325,325,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
326,326,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
327,327,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
328,328,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
329,329,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80000100)"
330,330,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,3,1,1,2,0,1,0,0,0,0,"_","_","Write Response","Active","_","_","_","Write (ID:6 Addr:0x80000100)"
331,331,0,0,80000100,"INCR",0,2,07,0,"Data Secure Privileged",0,"8 bytes",0,80000100,"INCR",0,2,07,0,"Data Secure Privileged",0,"8 bytes",0,6,"OKAY",0,f0000bd3f0000b53,2,"OKAY",0000000000000000,ff,2,0,1,4,0,0,1,2,0,1,3,1,1,0,0,0,0,"Addr Cmd","_","_","Active","_","_","Read (ID:2 Addr:0x80000100)","_"
332,332,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,0,0,0,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
333,333,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
334,334,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
335,335,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
336,336,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
337,337,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
338,338,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
339,339,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
340,340,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
341,341,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,f0000bd3f0000b53,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80000100)","_"
